Tract,Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
7369,-122.45,37.91,27,2682,382,935,369,10.0791,500.001
7370,-122.5,37.91,31,7001,1282,2755,1267,5.4851,441.1
7371,-122.49,37.89,23,1650,403,541,336,6.0238,500.001
7372,-122.47,37.89,23,10774,1736,3895,1683,7.2905,500.001
7373,-122.45,37.9,30,3763,717,1292,632,8.4888,500.001
7374,-122.5,37.88,28,5448,1089,2100,1023,4.7475,474.6
7375,-122.51,37.89,27,2674,565,1233,547,3.4485,458.3
7376,-122.53,37.9,44,2846,551,1232,537,3.8839,327.2
7377,-122.54,37.9,48,2491,460,937,455,4.4375,370
7378,-122.52,37.91,30,4174,739,1818,705,5.5951,402.9
7379,-122.52,37.89,17,4363,1041,1640,989,3.9531,417.6
7380,-122.52,37.9,16,1704,402,689,348,4.4239,267.1
7381,-122.54,37.9,41,3170,622,1091,528,3.7813,389.2
7382,-122.55,37.9,34,1431,224,503,220,7.9606,453.4
7383,-122.55,37.91,48,1283,278,567,255,3.2794,460
7384,-122.53,37.88,25,4921,866,1913,834,6.8742,413.1
7385,-122.53,37.87,20,1814,282,658,253,7.9977,400
7386,-122.53,37.88,36,2688,485,1064,449,4.4583,308.6
7387,-122.56,37.9,36,1760,283,562,246,6.7546,402.4
7388,-122.54,37.89,33,4971,836,1907,795,6.1275,424.4
7389,-122.56,37.9,24,221,41,75,38,5.1292,362.5
7390,-122.51,37.87,21,3904,980,1949,919,2.862,258.4
7391,-122.47,37.85,19,1926,593,881,546,2.9145,140.4
7392,-122.5,37.87,17,4333,947,1650,919,6.3066,346.1
7393,-122.49,37.86,35,2729,538,969,528,6.7669,500.001
7394,-122.49,37.86,52,2175,510,809,503,4.5398,442
7395,-122.48,37.86,52,3914,752,1177,670,6.2113,500.001
7396,-122.48,37.85,42,6297,1307,2096,1205,6.4752,500.001
7397,-122.52,37.88,52,176,50,88,46,3.8068,275
7398,-122.62,37.85,30,833,164,358,143,6.8198,493.8
7399,-122.66,37.93,42,1505,324,553,277,4.1792,350
7400,-122.71,37.88,21,2845,552,599,250,4.3125,495.8
7401,-122.69,37.91,43,1730,326,629,279,4.3194,238.7
7402,-122.71,37.9,23,1250,257,437,188,3.115,242.6
7403,-122.86,38.1,44,2602,509,691,343,4.3125,261.5
7404,-122.84,38.07,31,1858,367,701,297,3.8269,270.7
7405,-122.93,38.02,28,1284,265,628,219,3.5469,200
7406,-122.68,38.07,26,1445,244,510,207,5.6305,430
7407,-122.9,38.28,52,1275,218,627,185,2.3482,163.5
7408,-122.96,38.26,20,1982,358,308,132,3.1429,240.9
7409,-122.81,38.08,19,1615,366,815,337,3.4609,238.8
7410,-122.8,38.18,36,2378,476,957,362,3.625,253.1
7411,-120.19,37.53,25,1470,341,706,283,1.7614,71.3
7412,-120.02,37.57,17,2116,425,909,319,2.7188,113.1
7413,-119.99,37.51,14,2878,617,1011,509,1.398,103.8
7414,-119.95,37.47,32,1312,315,600,265,1.5,91.5
7415,-119.98,37.43,12,2776,592,1236,489,2.5551,105
7416,-120.07,37.34,16,1667,372,762,283,1.75,87.5
7417,-120.31,37.64,11,2403,497,890,344,3,120.8
7418,-120.15,37.69,13,866,252,369,165,2.875,70.2
7419,-120.02,37.72,17,2806,600,990,410,2.3818,88.1
7420,-119.81,37.67,24,172,42,79,30,3.8333,93.8
7421,-119.82,37.57,13,1713,340,643,241,2.662,92.4
7422,-119.9,37.49,13,2230,443,920,361,3,112
7423,-119.84,37.48,17,2582,553,1087,423,2.5,104.2
7424,-119.8,37.5,15,989,184,406,151,3.1771,121.9
7425,-119.72,37.46,13,1999,375,750,308,2.875,96
7426,-119.85,37.39,14,2744,555,1153,474,2.753,111.1
7427,-119.55,37.75,30,2165,536,1500,414,3.5391,55.9
7428,-119.64,37.61,30,2857,661,291,135,2.6838,164.6
7429,-123.15,39.74,23,608,143,281,108,2.9306,70
7430,-123.24,39.81,25,1435,304,746,259,1.7788,57.9
7431,-123.23,39.77,25,2075,435,991,377,1.2281,60.3
7432,-123.47,39.8,18,2130,545,863,346,2.3571,79.2
7433,-123.71,39.88,42,1518,383,656,303,1.4952,69.8
7434,-123.84,39.83,19,1461,340,515,227,1.5278,145.8
7435,-123.58,39.66,15,1839,489,887,332,2.2429,100
7436,-123.5,39.67,22,2124,450,1122,446,2.1793,71.5
7437,-123.64,39.45,21,3359,677,1908,642,3.0433,140.7
7438,-123.79,39.5,24,1421,291,588,274,2.325,157.3
7439,-123.8,39.47,28,2492,507,1202,460,2.7857,150.3
7440,-123.73,39.44,32,790,151,380,142,2.7,165
7441,-123.84,39.46,47,1150,244,552,201,2.5192,110.4
7442,-123.8,39.46,35,1718,345,698,299,2.9243,131.6
7443,-123.79,39.44,49,2290,482,1201,479,3.5,113.3
7444,-123.8,39.44,33,2024,459,1019,422,1.9208,93.6
7445,-123.79,39.44,16,2017,423,1177,414,3.2171,116.2
7446,-123.85,39.42,11,1804,506,895,451,1.7574,150
7447,-123.34,39.5,15,2342,535,1064,433,1.8967,96.6
7448,-123.4,39.46,10,4086,831,2111,758,3.2156,104.4
7449,-123.32,39.42,22,2085,432,1133,402,2.3906,92.6
7450,-123.38,39.37,18,3946,813,1899,730,2.6424,124.6
7451,-123.35,39.42,18,1619,346,904,295,2.1625,77.2
7452,-123.36,39.41,46,1748,362,808,330,2.9183,76.9
7453,-123.35,39.4,27,1321,338,779,327,1.85,71.8
7454,-123.34,39.39,18,2821,628,1636,615,2.3333,84
7455,-123.1,39.36,19,1056,248,611,226,1.746,105
7456,-123.15,39.31,19,1026,205,424,152,2.8833,154.2
7457,-123.11,39.32,20,2745,504,1421,430,3.3431,137.5
7458,-123.18,39.26,25,3066,570,1558,535,3.788,134.2
7459,-123.22,39.28,16,5569,1106,3148,1088,3.1455,142.9
7460,-123.36,39.25,17,1087,254,522,202,2.5875,144.5
7461,-123.18,39.23,18,243,55,115,54,2.125,175
7462,-123.21,39.2,17,3145,693,1560,647,2.2926,149.3
7463,-123.19,39.21,22,1542,291,821,285,3.5917,118.8
7464,-123.2,39.23,26,786,168,494,161,2.3583,105.4
7465,-123.75,39.37,16,1377,296,830,279,3.25,151.4
7466,-123.85,39.39,23,4671,912,2095,857,3.184,140.5
7467,-123.81,39.34,17,1981,371,773,325,3.1563,277
7468,-123.7,39.32,18,1652,352,711,292,3.1071,213.2
7469,-123.81,39.31,23,2754,577,887,432,3.3654,225
7470,-123.73,39.17,20,4620,1042,1745,794,2.375,158.8
7471,-123.53,38.93,38,1706,355,506,211,2.5625,165.6
7472,-123.69,38.9,17,2206,478,1140,428,2.1985,95.3
7473,-123.59,38.8,17,5202,1037,1742,803,3.1201,176.1
7474,-123.54,39.17,18,2251,510,1032,369,2.2946,101
7475,-123.39,38.99,28,1416,294,812,258,3.4063,109.4
7476,-123.36,39.01,35,1551,321,857,288,2.7232,115.4
7477,-123.34,39.1,24,5372,1051,3002,992,3.0652,131.1
7478,-123.21,39.07,17,1890,342,877,312,3.7833,159.8
7479,-123.22,39.15,36,1166,216,504,203,3.5938,122.1
7480,-123.21,39.15,52,1370,258,617,228,2.55,112.9
7481,-123.21,39.13,27,1531,266,822,234,4.0469,127.4
7482,-123.2,39.16,14,1908,484,1195,467,1.7929,82.3
7483,-123.22,39.16,29,6121,1222,3595,1189,2.631,109.6
7484,-123.2,39.15,27,990,238,592,225,2.0074,96.2
7485,-123.19,39.15,16,2577,495,1232,488,2.6012,125.6
7486,-123.21,39.15,31,2685,675,1367,626,1.6571,108.9
7487,-123.2,39.13,26,1474,417,1065,401,1.375,84.4
7488,-123.21,39.14,15,2235,545,1376,516,1.9032,100
7489,-123.1,39.15,32,1143,208,454,188,3.8333,116.1
7490,-123.17,39.18,14,2240,327,1030,308,5.9585,214.9
7491,-123.17,39.15,30,1904,331,816,325,4.425,161.9
7492,-123.16,39.13,33,1320,303,1048,303,1.7813,94.7
7493,-123.16,39.1,31,418,82,327,81,2.775,120.8
7494,-123.15,38.94,22,2163,436,1048,358,2.7171,95.8
7495,-120.46,37.51,22,2704,497,1432,399,2.9,83.1
7496,-120.68,37.47,33,1028,226,658,197,2.3043,66.3
7497,-120.75,37.44,27,2295,424,1252,350,3.6182,123.2
7498,-120.79,37.43,17,2534,517,1764,502,2.8519,80.7
7499,-120.71,37.39,11,1479,341,1476,327,3.2721,73.8
7500,-120.74,37.33,30,2390,470,1409,428,2.1484,81.3
7501,-120.75,37.37,32,1656,317,1037,286,2.4964,88.8
7502,-120.73,37.38,37,653,176,827,176,1.9236,64.4
7503,-120.73,37.38,23,1451,292,1052,265,2.8698,72.9
7504,-120.71,37.38,14,1979,432,1756,382,2.6923,71.4
7505,-120.84,37.4,7,2773,530,1374,505,2.6214,103.8
7506,-120.86,37.4,17,3511,636,1904,617,3.1111,113.9
7507,-120.84,37.43,32,2892,521,1580,484,3.7784,164.5
7508,-120.88,37.37,24,1294,222,684,221,2.6908,103.1
7509,-120.89,37.33,27,2692,481,1518,447,2.0417,94.2
7510,-120.64,37.38,21,3157,637,2268,620,2.567,70.4
7511,-120.64,37.38,19,2256,449,1469,435,2.5129,84.6
7512,-120.65,37.33,25,1731,311,810,266,4.1058,107.6
7513,-120.59,37.39,16,4717,1119,3589,1017,2.1061,72.8
7514,-120.57,37.43,39,2235,412,1268,402,2.6758,74.6
7515,-120.6,37.37,10,3075,498,1368,487,4.6667,130.1
7516,-120.6,37.36,27,2521,484,1307,456,3.0911,86.9
7517,-120.62,37.35,18,874,203,572,190,1.6833,71
7518,-120.62,37.36,15,3455,729,2014,659,3.2656,83.5
7519,-120.59,37.36,11,3946,978,2814,953,2.0179,87.3
7520,-120.6,37.35,34,1722,316,904,315,2.4653,66.1
7521,-120.61,37.35,34,1900,401,1009,385,2.2222,75
7522,-120.62,37.35,20,1457,372,1000,346,1.4615,69.2
7523,-120.61,37.32,18,5009,826,2497,805,4.25,146.3
7524,-120.6,37.34,34,1830,431,1304,415,2.1182,68.9
7525,-120.61,37.36,16,638,147,380,132,1.9135,87.5
7526,-120.57,37.35,18,704,176,520,154,3.003,101.3
7527,-120.59,37.35,15,3249,613,1569,595,3.5393,88
7528,-120.58,37.36,33,3564,716,2603,696,2.2179,67.5
7529,-120.64,37.2,16,2236,438,1361,393,2.0066,125
7530,-120.55,37.32,21,1410,229,590,205,3.3194,141.4
7531,-120.49,37.26,28,2159,416,1283,378,1.8939,83
7532,-120.5,37.37,18,8606,1678,5303,1644,2.4012,79.7
7533,-120.41,37.16,21,1684,341,1052,312,2.0809,95.8
7534,-120.51,37.32,13,2109,477,1108,466,2.3099,89.6
7535,-120.49,37.32,10,1275,255,620,240,3.0263,118.3
7536,-120.5,37.32,13,1936,384,1158,367,2.75,83.2
7537,-120.49,37.32,13,3474,927,2149,821,1.9528,85.3
7538,-120.48,37.32,13,3641,897,1737,788,2.1418,130.6
7539,-120.5,37.34,16,1245,231,956,219,3.4559,108
7540,-120.48,37.34,8,6146,1017,2821,987,4.67,127.6
7541,-120.47,37.34,9,2934,511,1227,501,3.6742,117.2
7542,-120.45,37.32,21,1318,202,618,197,4.8214,117.8
7543,-120.46,37.33,4,786,116,368,109,6.3215,138.2
7544,-120.46,37.33,17,6111,1171,2950,1104,3.2852,98.8
7545,-120.45,37.31,20,4379,753,2055,716,3.7652,133.5
7546,-120.46,37.31,26,3170,572,1524,565,3.48,95.3
7547,-120.48,37.31,42,2361,512,1684,511,2.355,75.6
7548,-120.49,37.31,45,1834,421,1405,407,2.0521,72.4
7549,-120.48,37.3,49,2919,719,1956,679,1.5427,88.5
7550,-120.48,37.3,39,1015,356,875,313,1.5,67
7551,-120.49,37.3,50,985,309,621,250,1.3125,60.9
7552,-120.44,37.31,21,6911,1341,3967,1297,3.0515,95.2
7553,-120.46,37.31,35,2042,378,953,356,2.7344,87.8
7554,-120.47,37.3,40,3693,771,2102,742,2.1838,75
7555,-120.46,37.3,36,3346,739,2151,713,2.3095,68.3
7556,-120.51,37.29,20,4927,1042,4205,1009,1.7679,79.8
7557,-120.5,37.3,29,1572,456,1697,429,1.76,63.2
7558,-120.49,37.29,17,2414,594,2487,582,1.0955,62.7
7559,-120.48,37.29,17,2266,693,3200,664,1.5635,60.4
7560,-120.47,37.28,19,1548,319,1227,309,1.7756,73.3
7561,-120.49,37.28,11,1721,381,1708,373,1.9535,57.1
7562,-120.44,37.28,12,2855,598,1658,586,2.3929,81.1
7563,-120.44,37.29,18,1260,268,576,263,1.7222,101.5
7564,-120.46,37.29,30,2972,635,1940,590,2.3594,72.3
7565,-120.4,37.3,28,1401,292,967,257,1.5917,89.4
7566,-120.3,37.34,33,993,186,556,175,2.4286,103.6
7567,-120.32,37.29,38,576,130,478,112,2.3382,59.6
7568,-120.31,37.29,40,1542,341,1283,341,1.6929,55.9
7569,-120.31,37.29,36,969,206,732,175,1.5938,57.6
7570,-120.24,37.21,31,2447,465,1313,352,3.3929,93.8
7571,-120.35,37.31,17,605,159,416,83,2,87.5
7572,-121,37.26,45,1750,371,847,354,1.7062,77.4
7573,-121,37.25,21,1937,389,1002,373,2.6087,96.2
7574,-121.01,37.25,16,2216,458,1135,424,2.7316,97.5
7575,-121.06,37.18,30,2603,507,1491,473,3.0909,123.4
7576,-120.89,37.21,25,3301,678,994,306,3.2262,97.2
7577,-121.02,37.09,17,1118,270,560,244,2.0216,112.5
7578,-121.02,36.94,33,1541,313,880,272,2.5074,117.7
7579,-120.77,37.01,28,1689,378,1057,267,3.125,156.3
7580,-120.95,37.09,43,1116,222,801,207,2.875,97.2
7581,-120.85,37.08,3,3425,611,1588,459,4.1779,147.8
7582,-120.85,37.07,16,1795,362,1642,340,2.5363,86.3
7583,-120.84,37.07,24,1520,335,882,306,2.2019,100
7584,-120.84,37.06,14,1506,380,1096,352,1.1301,78.5
7585,-120.85,37.06,31,2609,645,1796,629,1.5479,82
7586,-120.87,37.05,29,4176,779,2092,741,2.595,104.2
7587,-120.85,37.05,32,2893,481,1198,466,3.1719,140.6
7588,-120.84,37.05,8,1944,283,814,276,5.3988,165.5
7589,-120.83,37.07,16,3736,761,1942,730,2.5598,120.2
7590,-120.82,37.05,15,1385,288,775,255,1.933,140.6
7591,-120.65,37.09,22,886,173,595,161,2.4398,150
7592,-120.65,36.98,26,1787,364,1548,362,1.7188,49.5
7593,-120.64,36.99,23,2363,449,1168,410,2.2794,75.7
7594,-120.62,36.99,32,2455,508,1344,492,1.9732,69.4
7595,-121.16,41.78,42,2918,576,1182,440,2.1434,44
7596,-121.18,41.31,22,2124,432,829,313,2.4519,57.5
7597,-120.87,41.54,21,1091,208,660,188,2.2321,34.6
7598,-120.51,41.35,16,2843,564,892,386,2.5074,69.1
7599,-120.48,41.82,20,1367,284,429,181,2.0227,47.5
7600,-120.08,41.79,34,1355,262,434,178,2.0903,56.1
7601,-120.12,41.4,33,2820,515,976,403,2.6062,52.6
7602,-120.55,41.61,22,9047,1831,4276,1622,2.0802,47.9
7603,-119.54,38.51,14,1250,272,721,234,2.35,95.7
7604,-119.44,38.53,20,1963,434,682,273,1.5817,97.8
7605,-119.3,38.26,19,3325,660,750,286,2.9509,114.8
7606,-118.98,38.03,15,991,277,419,170,3.5469,82.5
7607,-119.07,37.8,12,1736,352,330,123,3.5294,160.7
7608,-119.08,37.78,17,1631,335,285,128,2.7656,130
7609,-118.45,37.7,15,2199,453,899,347,2.35,107.8
7610,-118.74,37.58,20,3301,779,1085,448,3.7315,159.3
7611,-118.96,37.64,11,3934,697,901,345,4.2381,242.7
7612,-118.98,37.65,18,1795,416,483,208,4.5375,169.8
7613,-118.99,37.65,20,2474,625,338,141,5.01,195.5
7614,-118.98,37.64,17,3769,908,1160,453,3.05,188.9
7615,-118.97,37.64,13,1907,544,575,234,3.0685,162.5
7616,-118.97,37.64,14,2284,622,342,137,3.0921,87.5
7617,-118.97,37.64,14,1847,439,238,98,3.6042,137.5
7618,-118.99,37.63,10,7744,1573,483,224,3.2917,231.8
7619,-121.63,36.71,19,5015,1013,3251,940,3.9818,152.9
7620,-121.62,36.71,24,4195,706,2200,647,4.3451,177.8
7621,-121.62,36.74,30,1337,253,838,247,5.0374,165.4
7622,-121.64,36.7,32,4089,735,2927,713,4.1675,142.5
7623,-121.65,36.7,29,4964,1056,2773,1036,3.0827,148.1
7624,-121.66,36.71,27,4131,886,2002,815,3.2929,157.5
7625,-121.65,36.69,21,7884,2011,4907,1919,2.7367,160.3
7626,-121.64,36.68,16,6568,1603,6012,1565,2.3463,156.1
7627,-121.63,36.68,24,2591,739,3243,702,2.1766,108.5
7628,-121.61,36.68,37,3149,833,3456,788,2.8542,127.6
7629,-121.61,36.69,19,9899,2617,11272,2528,2.0244,118.5
7630,-121.61,36.67,39,3260,821,3130,793,2.5224,119.2
7631,-121.62,36.67,31,2697,690,2220,665,2.5329,135.2
7632,-121.63,36.67,34,2486,560,2443,557,2.5263,130.4
7633,-121.64,36.67,28,256,66,214,60,3.0197,137.5
7634,-121.63,36.65,44,309,121,315,80,1.6071,112.5
7635,-121.65,36.66,30,3745,767,1762,748,3.2355,214.2
7636,-121.65,36.66,42,4261,840,2013,801,3.5288,221
7637,-121.65,36.67,52,2351,459,1169,439,2.8924,169.6
7638,-121.65,36.67,28,1926,556,1717,535,1.9385,123.2
7639,-121.66,36.68,10,913,265,508,251,0.9914,147.5
7640,-121.66,36.67,40,2878,592,1444,564,3.1439,192.3
7641,-121.66,36.67,40,2497,520,1275,508,3.1071,193.1
7642,-121.67,36.66,19,9371,1980,4259,1882,3.6875,189.7
7643,-121.68,36.67,26,5745,1017,2780,996,5,202.3
7644,-121.67,36.68,38,5561,1292,3523,1253,2.8289,168.3
7645,-121.66,36.69,6,10613,2485,7249,2375,3.7912,168.9
7646,-121.79,36.85,28,1049,235,705,208,2.7321,150
7647,-121.77,36.87,37,424,65,266,64,3.3472,293.8
7648,-121.73,36.9,23,2392,721,3074,718,2.5195,136.9
7649,-121.71,36.9,16,1680,285,1103,275,4.6125,253.8
7650,-121.68,36.9,13,833,130,405,127,5.2729,322.9
7651,-121.66,36.89,15,2608,458,1531,457,5.5148,253.5
7652,-121.73,36.86,28,827,178,703,144,4.4271,175.7
7653,-121.71,36.88,19,2528,554,2332,492,3.7766,177
7654,-121.73,36.85,22,1304,278,887,227,3.6607,206.3
7655,-121.7,36.84,19,2511,465,1551,450,4.9107,231.9
7656,-121.74,36.79,16,3841,620,1799,611,4.3814,245.3
7657,-121.72,36.81,18,1984,379,1078,359,3.2969,229.9
7658,-121.69,36.81,18,2837,522,1454,458,4.5272,221
7659,-121.66,36.82,17,3921,654,1895,641,5.0092,238.7
7660,-121.76,36.75,21,1141,257,671,195,3.8424,155.7
7661,-121.7,36.77,21,2294,478,1306,430,3.0347,227.2
7662,-121.76,36.77,27,1608,503,2031,498,2.3384,121
7663,-121.75,36.77,25,1851,418,1678,390,3.2937,135.3
7664,-121.75,36.76,32,1740,399,1563,389,2.7694,132.4
7665,-121.64,36.74,30,2628,444,1372,432,4.1696,175
7666,-121.64,36.8,18,5915,1000,2975,975,4.5812,255.2
7667,-121.6,36.81,18,1575,230,751,219,5.2203,286.5
7668,-121.65,36.77,15,2191,358,1150,330,4.7969,227.5
7669,-121.68,36.72,12,19234,4492,12153,4372,3.2652,152.8
7670,-121.62,36.63,52,1437,298,836,257,3.6286,165.5
7671,-121.54,36.7,12,6758,1241,3918,1100,3.525,201.7
7672,-121.69,36.62,19,1907,323,681,270,6.0332,244.9
7673,-121.7,36.6,19,3562,530,1607,505,5.0162,283.1
7674,-121.67,36.58,11,5892,837,2327,812,6.1551,291.8
7675,-121.59,36.55,34,737,140,362,138,5.1788,270
7676,-121.69,36.52,15,4037,586,1596,557,8.0922,390.1
7677,-121.43,36.5,14,1835,468,1867,461,2.3879,129.8
7678,-121.44,36.51,31,1636,380,1468,339,3.2219,114.7
7679,-121.45,36.51,29,1045,311,1245,273,1.775,112.5
7680,-121.42,36.57,13,2685,621,2474,573,2.8775,134.1
7681,-121.48,36.49,28,1006,228,738,193,1.9722,210.7
7682,-121.74,36.49,33,2952,565,1264,517,4.4209,274.6
7683,-121.73,36.5,27,3184,520,1121,493,5.6383,377
7684,-121.7,36.48,19,2150,479,1052,428,3.5039,288.4
7685,-121.62,36.43,20,1335,290,717,243,4.7891,230.6
7686,-121.66,36.37,9,1580,287,465,208,6.1668,405.8
7687,-121.31,36.42,21,2740,615,2630,564,2.6629,102.7
7688,-121.32,36.43,22,2927,637,2546,618,2.7153,114.3
7689,-121.4,36.38,39,2288,529,1449,410,3.3289,190.6
7690,-121.23,36.33,23,2095,536,1858,457,3.0543,92.4
7691,-121.25,36.32,12,4776,1082,4601,1066,2.9184,100.5
7692,-121.26,36.32,30,146,41,164,40,2.3,206.3
7693,-121.24,36.33,13,1642,418,1534,388,3.1222,125.5
7694,-121.24,36.34,33,1691,308,792,262,2.6648,164.6
7695,-121.12,36.21,16,1720,473,1427,291,2.1107,76.2
7696,-121.13,36.21,30,1484,414,1200,351,1.7548,95.8
7697,-121.13,36.21,34,2504,550,1810,547,3.4821,113.7
7698,-121.13,36.2,16,1868,443,1323,436,2.9559,163.2
7699,-121.02,36.24,12,2198,507,1971,502,2.6801,100
7700,-121.2,36.14,12,3738,710,2337,664,3.9647,135
7701,-121.39,36.16,28,1057,249,288,130,3.0526,146.9
7702,-121.32,35.95,31,372,68,479,67,3.5547,200
7703,-121,35.94,16,3077,628,1479,536,3.3724,114.6
7704,-120.79,36.06,29,1916,386,1019,314,2.4881,87.5
7705,-120.51,35.91,39,768,162,264,118,5.3245,250
7706,-121.91,36.42,14,1078,261,382,171,3.7083,210
7707,-121.84,36.25,20,958,245,590,189,2.6094,362.5
7708,-121.62,36.14,25,726,274,411,214,3.2375,450
7709,-121.87,36.55,20,10053,1768,3083,1621,5.1506,387.5
7710,-121.77,36.53,18,2321,358,803,341,10.1854,426
7711,-121.84,36.52,18,3165,533,1312,434,6.5234,357.4
7712,-121.88,36.49,28,2830,458,898,370,5.8142,500.001
7713,-121.92,36.57,42,3944,738,1374,598,4.174,394.4
7714,-121.91,36.55,39,5468,834,1782,712,5.7248,398.8
7715,-121.92,36.54,33,5323,887,1670,740,3.9792,468
7716,-121.92,36.56,40,2124,449,643,341,5.5164,369.1
7717,-121.94,36.55,30,2722,584,628,384,3.4048,487.1
7718,-121.92,36.56,39,2144,538,749,419,2.7039,364
7719,-121.92,36.55,37,2190,419,490,300,3.7852,465.8
7720,-121.92,36.55,44,3494,635,693,415,3.6,452.8
7721,-121.92,36.55,52,2616,483,582,313,3.275,500.001
7722,-121.95,36.61,31,1736,250,497,170,6.3835,407.8
7723,-121.93,36.59,25,2201,353,622,295,5.0621,386.5
7724,-121.95,36.6,32,3152,504,793,426,7.1198,469.9
7725,-121.95,36.59,22,3553,530,1108,441,5.8505,417.1
7726,-121.94,36.58,23,4911,693,1480,606,6.777,500
7727,-121.94,36.57,28,3153,409,569,271,14.4113,500.001
7728,-121.93,36.6,33,3455,683,1704,663,4.0154,225.7
7729,-121.92,36.61,29,3735,808,1873,757,3.1543,253.8
7730,-121.93,36.62,34,2351,440,1063,428,3.725,278
7731,-121.92,36.61,27,3044,661,1229,618,3.1359,268
7732,-121.93,36.62,39,869,173,406,165,4.0313,253.8
7733,-121.92,36.62,52,974,190,403,181,4.3281,236.5
7734,-121.92,36.62,52,1001,191,425,184,3.7614,241.7
7735,-121.92,36.62,47,1811,401,948,375,3.0379,249.3
7736,-121.91,36.62,52,1431,300,657,293,3.2865,240.1
7737,-121.92,36.62,52,867,199,391,187,2.6713,234.6
7738,-121.92,36.62,52,1410,303,578,285,2.5625,235.4
7739,-121.92,36.62,52,728,161,313,142,3.4327,254.5
7740,-121.91,36.62,40,1292,271,504,230,2.475,258.3
7741,-121.91,36.62,30,724,167,325,155,3.3333,247.9
7742,-121.92,36.62,52,2584,599,790,444,2.5263,286.4
7743,-121.91,36.62,52,541,157,240,145,3.5865,290
7744,-121.91,36.62,52,1220,267,488,265,3.7454,243.8
7745,-121.91,36.63,42,817,194,391,193,2.1776,279.2
7746,-121.93,36.63,28,3983,852,1582,778,3.5147,313.9
7747,-121.93,36.63,33,1740,342,638,329,3.1912,319.8
7748,-121.92,36.63,40,1076,193,406,180,3.4943,311.1
7749,-121.93,36.63,41,1049,198,428,183,4.3571,287.5
7750,-121.92,36.63,36,877,175,349,168,3.4167,339.1
7751,-121.89,36.63,20,1834,554,971,514,3.0383,217.3
7752,-121.9,36.61,29,3412,827,1574,759,2.9309,217.1
7753,-121.91,36.61,30,2755,597,1519,554,3.2952,234.6
7754,-121.92,36.61,27,1619,352,831,344,4.3,226.4
7755,-121.9,36.6,39,1629,423,804,386,2.4663,236.5
7756,-121.9,36.6,33,2461,649,1234,601,2.8727,225
7757,-121.9,36.59,42,2689,510,1023,459,4.6182,301
7758,-121.91,36.59,31,2034,335,966,322,4.6964,291.3
7759,-121.91,36.6,35,2605,410,1110,406,5.5519,329.5
7760,-121.91,36.59,17,5039,833,1678,710,6.2323,339.1
7761,-121.89,36.6,40,626,164,337,150,2.7917,225
7762,-121.89,36.6,19,656,200,248,173,1.2656,500
7763,-121.88,36.6,30,1671,469,760,375,2.5164,178.1
7764,-121.88,36.59,30,1822,505,932,496,2.6894,179.5
7765,-121.89,36.59,18,2700,937,1042,744,3.1364,150
7766,-121.86,36.58,20,6332,991,2668,955,5.7578,347.7
7767,-121.81,36.57,13,3030,413,1027,363,6.9615,500.001
7768,-121.87,36.61,21,1616,400,688,384,4.2109,278.8
7769,-121.86,36.6,21,3634,1011,1985,917,2.9085,156.3
7770,-121.86,36.6,33,1409,307,633,290,3.5568,191.2
7771,-121.85,36.6,21,2381,701,1264,659,2.5372,218
7772,-121.84,36.59,34,3852,733,1661,696,4.3269,221.3
7773,-121.83,36.61,27,5665,1281,3612,1191,3.0542,142.1
7774,-121.84,36.61,26,2902,761,2258,719,2.5663,128.9
7775,-121.84,36.6,30,2958,691,1616,666,3.4643,191.8
7776,-121.84,36.61,21,2876,802,2487,795,2.2007,112.8
7777,-121.84,36.61,15,2190,586,1570,510,1.875,122.3
7778,-121.83,36.61,26,3723,789,2563,747,3.4531,133.1
7779,-121.83,36.61,27,2248,466,1644,453,3.2545,131.2
7780,-121.83,36.62,33,2938,576,1516,568,3.5,162.4
7781,-121.83,36.62,33,1771,398,1037,388,2.7708,161.8
7782,-121.85,36.6,41,3138,717,1890,642,2.4864,140.4
7783,-121.85,36.61,38,238,72,191,67,1.3897,125
7784,-121.86,36.63,37,338,109,231,100,2.5313,108.3
7785,-121.79,36.64,11,32627,6445,28566,6082,2.3087,118.8
7786,-121.8,36.68,18,8581,1957,6071,1889,3,162.2
7787,-121.79,36.68,22,6912,1513,3794,1455,3.0608,168.3
7788,-121.8,36.69,12,3877,914,2274,858,3.4239,194.8
7789,-121.77,36.71,18,6601,1395,3562,1299,3.512,174.8
7790,-122.29,38.3,52,144,54,89,48,1.0096,162.5
7791,-122.29,38.3,52,935,224,315,207,1.8287,146.9
7792,-122.3,38.3,52,1128,207,450,197,3.3542,154.6
7793,-122.29,38.3,52,1219,288,847,283,1.6691,183.3
7794,-122.29,38.29,52,3217,742,1670,671,2.4398,163.1
7795,-122.3,38.29,48,2278,477,1219,453,2.9643,154
7796,-122.3,38.29,40,1739,318,744,312,2.6518,156.1
7797,-122.29,38.28,38,2308,425,1272,406,3.6083,134.2
7798,-122.27,38.29,36,1446,306,678,295,2.8409,153
7799,-122.28,38.3,23,526,152,245,130,2.0134,142.5
7800,-122.28,38.29,19,531,112,139,80,1.9875,325
7801,-122.27,38.29,20,3870,795,2088,774,3.3021,152.7
7802,-122.27,38.28,37,1170,303,766,302,2.6618,136.2
