Customer,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
872,No,86,1,0,0,0,176.3,79,52,12.96,6.2
873,Yes,138,0,0,0,4,46.5,104,24,9.3,9.6
874,No,119,1,1,2.7,1,178.1,110,76,10.64,10
875,No,73,1,0,0,2,234.7,102,57,9.79,8.4
876,No,95,1,0,0,0,198.4,113,54,11.8,10.1
877,No,83,1,1,3.19,1,78.5,109,63.9,10.53,11.8
878,No,111,1,1,3.62,2,96.8,123,67.2,8.53,13.4
879,No,114,1,1,2.27,4,225.8,94,77.7,9.65,8.4
880,No,124,1,0,0,0,178.4,72,51,11.68,12
881,No,53,1,1,3.46,2,131.2,63,76.6,11.37,12.8
882,No,75,1,1,3.05,2,121.5,97,74.5,13.57,11.3
883,No,142,1,1,2.57,0,239.8,103,91.7,14.3,9.5
884,No,102,1,0,0.33,0,144.4,87,51.3,13.33,7.1
885,No,58,1,1,3.11,2,224.1,127,90.1,11.94,11.5
886,No,102,1,0,0,0,158,94,45,10.4,10.1
887,No,193,1,1,3.16,0,71.2,58,54.6,6.24,11.7
888,Yes,115,1,0,0,7,139.3,89,41,9.62,9.3
889,No,137,1,0,0,0,243.4,114,52,6.06,12.2
890,No,139,1,1,2.24,2,231,85,81.4,11.12,8.3
891,Yes,132,1,0,0,5,193.3,106,44,6.42,11.6
892,No,141,1,0,0.26,3,51.9,108,25.6,8.1,10.1
893,Yes,88,1,0,0.39,4,301.5,136,77.9,12.89,13.4
894,No,225,1,0,0,1,182.7,142,53,12.33,8.8
895,No,87,1,0,0.32,1,234.8,85,55.2,7.05,9.5
896,No,84,1,0,0.16,2,130.2,105,47.6,13.9,14
897,No,182,1,0,0.36,2,104.9,111,38.6,9.93,8
898,No,15,1,0,0,2,135.2,101,36,7.63,8.4
899,No,53,1,0,0,2,145.1,116,45,11.69,7.9
900,No,160,1,1,4.1,1,164.6,121,92,13.14,15.2
901,No,129,1,0,0,1,150,98,46,11.62,12.5
902,No,127,1,0,0.27,2,218.6,93,52.7,7.5,9.2
903,No,155,1,0,0,3,165.4,108,44,9.19,8.9
904,No,113,1,0,0,0,158.9,137,48,12.14,6.5
905,Yes,103,0,0,0,1,255.9,128,56,7.05,12.1
906,No,88,1,1,3.46,2,80.3,140,61.6,7.67,12.8
907,No,73,1,0,0.22,2,94.9,121,40.2,12.66,14.2
908,No,84,1,1,3.46,1,153.9,102,73.6,7.04,12.8
909,No,55,1,1,2.97,3,165.6,123,69.7,6.81,11
910,No,93,1,0,0,0,114.3,100,39,11.06,10.9
911,Yes,177,1,0,0,3,266.1,91,65,11.26,8.9
912,No,32,1,0,0,2,164.8,98,48,11.5,14.8
913,No,118,1,0,0,0,154.8,71,48,12.2,12.8
914,No,122,1,1,2.48,7,253.7,84,87.8,11.46,9.2
915,No,16,1,0,0,5,174.7,83,54,14.04,10.5
916,Yes,128,0,1,3.67,0,222.1,89,88.7,8.03,13.6
917,No,138,1,0,0,3,127.1,102,43,12.39,5
918,No,68,1,0,0.41,3,131.6,89,39.1,6.85,10.2
919,Yes,17,0,0,0.36,0,162.8,118,51.6,11.48,13.6
920,No,96,1,1,2.84,1,183.4,126,76.4,9.78,10.5
921,No,155,1,0,0.39,2,216.7,30,53.9,7.22,10.8
922,No,73,1,0,0.41,1,157.6,92,48.1,9.92,9.1
923,No,166,1,0,0,3,199.6,93,53,10.72,7.2
924,No,98,1,1,2.89,2,213.7,61,86.9,12.65,10.7
925,No,35,1,0,0,0,105.6,129,40,12.91,8.7
926,Yes,110,0,1,2.24,1,267.9,103,90.4,13.17,8.3
927,No,125,1,0,0.3,2,169.3,90,46,7.8,11.6
928,No,52,1,0,0.34,2,124.9,131,50.4,15.03,11.6
929,No,105,1,0,0.24,3,115.5,73,45.4,13.37,13.3
930,No,195,1,0,0,0,63.2,108,30,11.01,5.1
931,No,74,1,0,0,0,162.7,102,53,14.6,8.7
932,No,138,1,1,2.62,3,155.2,139,76.2,13.42,9.7
933,No,61,1,0,0,2,197.7,118,47,7.61,7
934,No,166,1,0,0.26,2,197.9,89,57.6,12.55,11.2
935,Yes,108,1,1,2.46,6,209.5,108,69.6,5.48,9.1
936,Yes,76,1,0,0.36,5,129.7,84,41.6,8.88,7.5
937,No,166,1,0,0.39,1,220.7,106,56.9,8.89,12.4
938,No,94,1,1,3.46,1,170.1,124,80.6,9.67,12.8
939,No,67,1,0,0,1,176.2,120,51,11.8,10.6
940,Yes,144,1,0,0,1,278.5,95,68,12.04,11.6
941,No,167,0,0,0,2,219.1,100,58,12.15,10.1
942,No,61,1,0,0.2,1,234.2,76,61,10.84,13.9
943,No,96,1,0,0.21,2,160.2,117,52.1,13.38,9.3
944,No,94,1,1,4.35,0,233.2,88,93.5,5.67,16.1
945,Yes,163,1,0,0.35,0,247.7,77,69.5,13.48,9.6
946,No,144,0,0,0,0,203.5,100,56,12.38,11.9
947,No,68,1,1,2.59,2,122.9,93,66.9,11.68,9.6
948,No,90,1,0,0,0,76.1,121,38,14.52,10.8
949,No,61,1,1,2.94,3,270.7,53,93.4,10.04,10.9
950,Yes,116,1,0,0.33,5,133.3,94,47.3,12.39,11.3
951,No,80,1,0,0,1,118.1,90,33,7.22,8.2
952,No,108,1,1,2.94,1,165.1,85,80.4,13.35,10.9
953,No,97,1,1,2.3,0,168.4,129,71,11.3,8.5
954,No,103,0,0,0,3,171.7,78,42,7.23,6.8
955,Yes,173,1,0,0,0,291.8,143,68,10.72,9.9
956,No,105,0,0,0,0,228.4,100,52,7.26,7.7
957,No,139,1,0,0.29,1,138.1,103,40.9,8.23,8.3
958,No,173,1,1,1.35,3,232.4,96,71.5,10.6,5
959,Yes,68,1,0,0,5,162.1,86,41,7.75,11
960,No,183,1,1,2.35,2,86.5,119,62.5,14.26,8.7
961,No,103,1,0,0,1,166.6,84,45,9.62,7.7
962,No,93,1,0,0.42,0,190.2,68,59.2,13.11,8.8
963,No,106,1,1,2.19,1,83.6,131,53.9,10.2,8.1
964,No,100,0,0,0,4,219.4,112,57,11.29,12
965,No,152,1,0,0.23,1,161.4,84,44.3,8.18,11.8
966,No,141,1,0,0,0,217.1,110,58,12.08,12
967,No,81,1,1,3.08,0,130.1,117,69.8,9.8,11.4
968,No,24,1,0,0,0,235.6,132,50,5.8,16.2
969,No,104,1,0,0,1,225.9,123,53,8.14,10.1
970,No,115,1,1,3.83,2,145,72,80.3,9.73,14.2
971,Yes,29,1,0,0,2,313.2,103,72,10.82,12.8
972,No,90,1,0,0,2,207.2,121,61,14.63,8
973,No,160,1,0,0.28,1,121.8,97,31.8,4.47,10.3
974,Yes,64,0,0,0.18,2,236.2,77,60.8,10.93,13.2
975,No,113,1,0,0,3,215.9,93,58,12.01,4.9
976,No,166,1,0,0,2,203.4,81,49,8.39,9.2
977,No,72,1,0,0,2,137.6,106,36,7.18,9.6
978,No,75,1,0,0,1,203.3,70,55,11.45,14.3
979,No,142,1,1,2.48,3,237.4,105,80.8,8.8,9.2
980,Yes,112,1,0,0.28,2,266,97,66.8,10.73,14.2
981,Yes,64,0,0,0,1,346.8,55,81,12.48,13.3
982,No,13,1,1,3.27,3,315.6,105,104.7,10.45,12.1
983,No,67,1,0,0,0,201.4,101,43,4.88,7
984,Yes,68,0,0,0,1,148.5,126,44,10.97,14.5
985,No,119,1,1,3,0,220.1,128,91,13.41,11.1
986,No,68,1,0,0,2,207.6,68,57,12.58,10.9
987,No,69,1,1,3.56,2,194.9,63,85.6,9.58,13.2
988,No,53,1,1,3.24,2,167.3,99,77.4,9.74,12
989,Yes,129,1,0,0.23,1,137.8,120,45.3,11.29,10.2
990,No,80,1,0,0,3,198.1,160,47,7.84,9.3
991,No,123,1,0,0,2,175.7,78,46,9.23,9.1
992,Yes,76,1,0,0,1,263.4,148,65,11.52,11.4
993,No,123,1,1,4.05,0,218.7,79,92.5,8.17,15
994,No,190,0,0,0,3,111.9,55,38,11.15,10
995,No,19,1,0,0.14,2,186.1,98,55.4,12.72,14.6
996,No,124,1,0,0,3,157.5,70,38,6.54,9.6
997,No,131,1,0,0,0,112.8,133,37,9.97,10.1
998,No,109,1,0,0,2,137,128,42,10.85,10
999,No,120,1,1,2.62,2,212.7,73,85.2,12.88,9.7
1000,No,141,1,0,0,3,260.2,131,60,8.96,7.2
1001,No,56,1,0,0,1,226,112,60,12.43,6.9
1002,No,96,1,1,3.05,1,261.3,96,94.5,11.05,11.3
1003,No,73,1,0,0,2,187.8,95,45,7.46,11
1004,No,129,1,0,0,2,157,113,49,12.85,12.1
1005,No,111,1,1,3.78,1,205.5,114,91.8,10.97,14
1006,No,93,1,1,3.11,1,166.9,101,83.1,13.66,11.5
1007,No,149,1,0,0,0,156,56,32,2.8,8.9
1008,No,105,1,1,2.62,2,88.1,125,56.2,8.8,9.7
1009,No,160,1,0,0.17,1,216.8,77,56.7,10.37,5.6
1010,No,87,1,1,2.11,0,262.8,114,85.1,10.79,7.8
1011,No,33,1,0,0,3,184.4,111,49,10.19,9.3
1012,No,72,1,1,4.46,1,186.7,108,105.6,16.75,16.5
1013,No,112,1,1,3.59,0,60.6,113,60.9,8.3,13.3
1014,Yes,68,1,0,0.21,1,213.9,112,61.1,13.03,8.4
1015,No,155,1,1,1.84,1,128.5,86,56.4,9.42,6.8
1016,No,99,1,0,0,1,191.2,110,47,8.2,14.1
1017,No,95,1,0,0,0,58.2,96,28,10.11,10.4
1018,No,134,1,1,2.32,0,216.8,78,69.2,5.11,8.6
1019,Yes,16,1,0,0,0,229.6,78,57,10.29,10.8
1020,No,85,1,0,0,1,144.4,88,48,13.23,9.9
1021,No,92,1,0,0.16,3,201.9,74,55.6,11.34,13.7
1022,No,76,1,0,0.35,0,179.2,85,53.5,11.15,12.4
1023,No,100,0,0,0.19,0,68.5,110,42.9,16.86,12.1
1024,Yes,132,1,0,0,1,291.2,104,70,11.71,8.9
1025,No,125,1,0,0,1,126.7,108,40,10.3,13.3
1026,No,131,1,1,2.94,2,192.7,85,81.4,11.3,10.9
1027,No,94,1,0,0,1,177.1,112,47,9.7,5.9
1028,No,106,1,0,0,0,178.4,143,52,12.35,9.6
1029,No,190,1,0,0.26,0,142.9,96,42.6,8.9,6.6
1030,No,71,1,0,0,1,277.5,104,59,6.59,8.2
1031,Yes,113,0,0,0,5,122.2,112,32,6.59,10.3
1032,Yes,44,1,0,0.34,4,308.6,139,69.4,7.54,7.3
1033,No,134,1,1,3,2,208.8,130,77,6.65,11.1
1034,No,16,1,0,0,1,153.2,65,46,11.49,10.7
1035,No,36,1,0,0.25,1,253.4,77,61.5,9.12,8.4
1036,No,50,1,0,0,1,131.7,108,41,10.83,11
1037,No,10,1,0,0.42,1,222.2,127,55.2,7.66,12.9
1038,No,38,1,0,0,2,131.2,98,37,8.15,8.2
1039,No,66,0,0,0.28,3,208.7,84,53.8,8.67,8.3
1040,No,50,1,0,0,0,154.7,102,52,14.9,11.1
1041,Yes,178,0,0,0,2,124.5,134,34,7.06,11.4
1042,Yes,108,0,1,3.67,3,130.1,90,73.7,8.35,13.6
1043,No,112,1,0,0,0,208.7,150,54,10.64,8.5
1044,Yes,112,1,0,0,4,174.3,123,42,7.01,9
1045,No,152,1,0,0,1,228.1,93,51,6.82,9
1046,No,83,1,0,0,1,132.4,120,33,6.08,8.6
1047,No,103,1,0,0,5,204.9,107,47,6.76,10.4
1048,No,69,1,0,0,0,185.3,91,51,10.96,5.5
1049,No,194,1,0,0,0,162.3,88,46,10.69,10.9
1050,No,11,1,1,1.89,1,209.8,130,71.9,9.83,7
1051,No,94,1,0,0,2,252.6,104,58,8.45,11.1
1052,No,74,1,0,0,0,177.4,136,51,12.02,12
1053,No,13,1,1,3.05,2,176.6,65,75.5,8.64,11.3
1054,No,89,1,0,0,3,89.5,66,31,8.97,12.3
1055,No,94,0,1,2.57,4,197.1,125,77.7,10.73,9.5
1056,No,153,1,0,0.29,1,154.6,56,51.9,13.15,15.5
1057,No,132,1,1,2.46,1,154.6,128,72.6,12.28,9.1
1058,No,8,1,1,1.3,1,242.9,67,69,8.55,4.8
1059,No,77,1,0,0,1,221.8,84,52,8.3,13.2
1060,No,44,1,0,0,0,202.6,89,49,8.15,8.3
1061,No,111,1,0,0,3,255.9,97,61,10.21,12.3
1062,No,118,1,1,2.57,1,289.5,52,89.7,8.33,9.5
1063,No,84,1,1,3.51,1,159.1,106,75.1,7.49,13
1064,No,45,1,0,0,1,211.3,87,50,8.29,13.3
1065,No,75,1,0,0,1,166.3,125,42,7.91,6.1
1066,Yes,90,0,0,0,4,148.2,96,44,11.02,9.2
1067,No,117,1,0,0.26,2,214.4,94,51.6,6.9,9.9
1068,No,70,1,0,0,3,232.1,122,65,14.62,0
1069,No,132,1,0,0,1,121.5,88,43,12.65,10.7
1070,No,93,1,1,3.16,0,306.2,123,100.6,9.49,11.7
1071,No,101,1,1,4.19,0,200.1,108,92.9,9.45,15.5
1072,No,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2
1073,No,103,1,0,0.33,0,189.8,110,46.3,5.78,12.2
1074,No,46,1,0,0,1,164.2,116,45,9.81,8.1
1075,No,43,1,0,0,0,135.8,125,37,8.16,12.6
1076,No,172,1,0,0,1,211.7,100,53,9.94,6.5
1077,No,101,1,0,0,1,118.6,89,38,9.98,11.5
1078,No,86,1,0,0,1,125.5,139,45,13.49,8.9
1079,No,180,1,1,2.05,1,231.8,78,80.5,11.65,7.6
1080,No,155,1,1,1.38,1,183.3,106,62.8,10.26,5.1
1081,Yes,60,0,0,0,0,205.9,97,59,13.87,11
1082,No,54,1,0,0.16,2,159.8,99,51.6,13.2,9.7
1083,No,123,1,1,0.78,0,146.6,87,42.8,5.74,2.9
1084,No,126,1,1,3.27,0,58.9,125,68.7,15.28,12.1
1085,No,48,1,1,2.05,3,230.9,92,74.5,8.38,7.6
1086,No,120,1,1,3.13,0,299.5,83,96.3,8.17,11.6
1087,No,21,1,0,0,0,225,110,60,12.21,10.7
1088,No,100,1,0,0,2,188.5,152,45,7.42,15.2
1089,Yes,100,1,0,0,6,70.8,94,31,10.78,9.5
1090,Yes,104,1,0,0,0,234.2,128,65,14.66,9.8
1091,No,134,1,0,0,2,258.8,85,56,6.48,10.9
1092,No,80,1,0,0.35,2,127.8,67,41.5,9.08,15.9
1093,No,127,1,0,0,1,182.3,124,46,8.5,9.3
1094,No,89,1,0,0.29,1,178.7,81,53.9,11.69,9.1
1095,No,26,1,0,0,3,234.5,109,59,10.83,3.5
1096,No,153,1,0,0,1,185.3,127,50,10.4,15.1
1097,No,151,1,1,2.32,1,214.7,97,72.2,6.93,8.6
1098,No,157,1,0,0,1,196,74,52,10.67,7.9
1099,No,109,1,0,0,1,184.1,143,50,10.59,9.9
1100,Yes,162,1,1,2.51,1,179.7,144,75.1,10.91,9.3
1101,No,131,1,1,1.4,1,177.1,100,61,9.7,5.2
1102,No,101,1,0,0,1,190.7,72,51,10.43,8.8
1103,No,64,0,1,2.19,0,127.2,93,57.9,8.15,8.1
1104,No,28,1,0,0,3,168.2,87,43,8.09,10.1
1105,No,33,1,0,0,2,251.9,81,60,9.73,8.4
1106,Yes,126,1,0,0,1,321.3,99,69,8.4,8
1107,No,149,1,0,0,2,196.3,108,45,6.84,7.7
1108,No,35,1,0,0.32,2,124.2,102,35.2,6.2,13.1
1109,No,13,1,1,3.48,1,265.3,94,92.8,7.38,12.9
1110,No,107,1,0,0,3,134,104,38,8.73,7.3
1111,No,108,1,0,0,0,239.3,102,60,11.17,10.6
1112,Yes,124,1,0,0,4,143.3,120,44,11.54,7.8
1113,No,105,1,0,0.23,1,232.6,96,64.3,12.67,10.5
1114,Yes,93,1,0,0.29,1,328.1,106,71.9,7.59,8.7
1115,No,61,0,1,3.16,3,128.2,119,68.6,8.59,11.7
1116,No,42,1,0,0,2,184.5,98,49,10.03,8.8
1117,Yes,201,1,0,0,1,225.9,110,64,14.96,11.2
1118,No,159,1,0,0,1,87.7,103,39,13.91,10.5
1119,Yes,41,1,0,0,3,232.1,74,68,16.36,10.9
1120,No,118,1,0,0.43,0,205.2,115,55.3,9.24,7
1121,No,72,1,1,1.57,1,92.8,98,54.7,13.56,5.8
1122,No,79,1,0,0,1,147,72,40,8.29,8.4
1123,No,143,1,0,0.42,0,119.1,117,49.2,14.39,12.2
1124,No,72,1,0,0.42,3,118.2,106,39.2,8.36,12.2
1125,No,141,1,0,0.32,1,83.2,74,34.2,9.53,10.7
1126,Yes,182,1,0,0,2,279.5,118,65,10.16,10.7
1127,No,74,1,0,0,3,230.9,93,59,11.15,9.7
1128,Yes,130,1,0,0,1,263.7,113,61,9.33,18.3
1129,No,91,1,0,0,2,134.7,116,48,14.77,6.6
1130,No,83,1,0,0,0,195,92,52,10.53,11
1131,No,91,0,0,0.31,3,129.9,112,40.1,8.67,11.2
1132,No,90,1,1,1.73,1,124.5,94,58.3,11.59,6.4
1133,No,167,0,0,0,2,244.8,91,47,3.04,10.7
1134,Yes,93,1,0,0,3,267.9,114,65,11.15,11.3
1135,Yes,75,1,0,0,0,305.1,106,68,9.4,8.5
1136,No,72,1,0,0,1,177.1,97,46,9.24,8
1137,No,118,1,0,0,2,224.6,94,58,11.3,12.5
1138,No,50,0,1,2.16,0,307.1,94,98.6,14.47,8
1139,No,86,1,1,2.57,0,119,101,65.7,11.5,9.5
1140,No,164,1,0,0,1,123.3,78,36,8.5,12.7
1141,Yes,102,1,0,0,1,195.7,116,52,10.46,8.3
1142,No,75,1,1,1.43,5,175.8,97,63.3,10.88,5.3
1143,No,146,1,1,2.21,3,154,80,64.1,9.28,8.2
1144,No,82,1,0,0,4,200.3,96,52,10.06,7.1
1145,No,73,1,0,0,1,122,92,33,6.92,5.8
1146,No,147,1,1,3.81,2,243.4,126,103.1,13.69,14.1
1147,No,60,1,0,0,2,180.3,67,49,10.4,12.8
1148,No,141,0,1,3.02,0,258.6,84,93.2,11.1,11.2
1149,No,80,1,0,0,1,160.6,103,48,11.85,10.7
1150,No,97,1,1,1.73,1,117.6,97,54.3,9.82,6.4
1151,No,112,1,0,0,4,193.3,96,56,13.21,9.1
1152,No,163,1,0,0,1,191.3,89,49,9.7,12.8
1153,No,129,1,0,0,1,54.7,131,32,12.81,11.1
1154,No,71,1,0,0.32,3,185,84,55.2,11.63,14.9
1155,No,88,1,0,0,1,113.7,67,34,8.26,10.8
1156,No,115,1,0,0.26,0,210.6,120,51.6,7.66,11
1157,No,176,1,0,0.34,0,169.5,151,42.4,5.65,8.7
1158,Yes,101,1,0,0,1,239,156,64,13.65,13.5
1159,No,205,1,1,2.11,2,175.8,139,65.1,7.75,7.8
1160,No,53,1,0,0,1,164.1,106,46,10.3,11.4
1161,No,158,1,0,0,1,195.9,103,41,4.46,10.3
1162,No,100,0,0,0,1,107.2,98,26,4.34,9.7
1163,No,158,1,0,0,2,155.9,123,46,11.21,8.6
1164,No,136,0,1,2.84,3,203.9,106,79.4,9.38,10.5
1165,No,78,1,1,1.73,2,281.2,93,80.3,8.91,6.4
1166,No,82,1,0,0.17,1,143.9,61,43.7,9.75,11.1
1167,No,45,1,1,2.13,2,135.8,104,63.3,11.13,7.9
1168,No,87,1,0,0,3,177.2,72,52,12.45,8.6
1169,No,209,1,0,0,0,153.7,105,43,9.43,10.7
1170,No,131,1,0,0.46,0,153.4,86,47.6,9.93,10.4
1171,Yes,38,1,0,0.42,5,175.7,109,52.2,10.59,9.2
1172,No,25,1,0,0.33,2,242.6,69,63.3,10.45,14.4
1173,Yes,33,1,1,3.75,4,157.4,99,74.5,5.9,13.9
1174,No,155,1,0,0,3,181.4,111,46,8.39,11.3
1175,No,125,1,1,2.46,2,236.1,107,89.6,14.46,9.1
1176,No,116,1,1,3.13,2,268.6,83,92.3,8.91,11.6
1177,No,48,1,0,0,3,149.2,146,40,8.1,8.3
1178,Yes,73,1,1,3.19,6,82.3,105,67.9,12.81,11.8
1179,No,127,1,1,2.48,3,2.6,113,47.8,12.7,9.2
1180,No,47,1,1,3.56,2,112.8,150,75.6,12.2,13.2
1181,Yes,130,1,0,0.24,0,212.8,102,55.4,9.49,10.6
1182,No,97,1,0,0,1,168.6,87,51,12.96,7.3
1183,No,75,1,0,0.34,1,117.3,114,41.4,10.06,12.2
1184,No,174,1,0,0,1,192.1,97,48,8.5,11.4
1185,No,122,1,0,0,0,136.7,115,44,12.16,8.6
1186,No,95,1,1,2.73,1,260.8,130,90.3,10.67,10.1
1187,No,80,1,0,0.24,1,197.5,114,54.4,10.35,11.3
1188,No,126,1,1,2.35,0,278,88,92.5,12.66,8.7
1189,No,93,1,1,3.05,7,152.3,90,79.5,13.38,11.3
1190,No,134,1,0,0.35,6,204.7,108,50.5,7.16,11
1191,No,180,1,0,0,2,139,96,43,11.25,15.7
1192,No,88,1,0,0,3,61.9,78,33,13.13,8.8
1193,No,83,1,0,0,3,221.4,103,58,11.59,9.8
1194,No,137,1,0,0,1,109.8,120,39,11.53,11.9
1195,No,127,0,0,0.32,2,247.5,99,55.2,5.43,10.6
1196,No,101,1,1,3.4,0,193.9,71,84,9.49,12.6
1197,No,87,1,0,0,1,168.2,92,48,11.24,12.9
1198,No,192,1,0,0.34,2,185,88,54.4,11.25,11.4
1199,No,84,1,1,1.54,2,106.5,65,53.4,11.29,5.7
1200,No,201,1,1,4.08,1,192,97,93.8,11.96,15.1
1201,No,136,1,1,3.08,2,143.1,88,75.8,11.83,11.4
1202,No,78,1,0,0,0,147.1,80,42,9.99,13.7
1203,No,114,1,0,0,2,155.3,75,41,8.5,12.6
1204,No,108,1,0,0,1,187.4,101,49,10,12.6
1205,No,217,1,0,0,4,176.4,115,44,7.94,9.3
1206,No,119,1,1,3.05,0,217.2,94,79.5,6.94,11.3
1207,No,44,1,0,0.35,0,204.6,117,56.5,10.26,10.7
1208,No,148,0,0,0,0,218.9,88,55,10.4,11.1
1209,No,63,1,0,0,0,83,64,30,8.85,13
1210,No,122,1,0,0.29,2,107.9,88,41.9,11.79,9.5
1211,No,98,1,1,0,2,64.6,98,26,8.81,0
1212,Yes,131,0,1,3.73,4,292.9,101,104.3,9.99,13.8
1213,No,173,1,0,0,1,191.4,114,47,8.43,10.3
1214,No,131,1,1,2.54,1,135.9,60,68.4,11.66,9.4
1215,No,124,1,1,3.24,2,144.5,35,79.4,13.12,12
1216,No,122,1,1,2.08,2,166,62,69.8,11.7,7.7
1217,Yes,119,1,0,0,0,294.2,100,70,11.63,9
1218,No,116,1,0,0,0,201.8,82,54,11.58,16.5
1219,No,41,1,1,1.97,2,239.8,110,79.7,11.1,7.3
1220,No,87,1,0,0,0,204.8,101,49,8.05,9.5
1221,Yes,89,1,0,0,5,129.2,71,41,10.71,10.3
1222,No,131,1,0,0,1,166.5,129,47,10.51,9.9
1223,No,106,1,1,3.54,0,220.1,105,92.4,11.11,13.1
1224,Yes,77,1,0,0,0,245.2,87,64,12.71,7.5
1225,Yes,85,1,1,2.51,4,89.8,88,61.1,11.66,9.3
1226,No,138,1,1,2.13,0,19.5,149,37.3,7.05,7.9
1227,No,148,1,1,2.94,1,77.6,141,60.4,10.35,10.9
1228,No,95,1,0,0,1,175.2,91,51,12.22,7.5
1229,No,113,1,0,0,2,150.1,120,43,10.01,11
1230,Yes,115,1,0,0,1,286.4,125,67,10.29,6.9
1231,No,58,1,0,0,3,131.9,96,37,8.38,14.7
1232,No,67,1,0,0,0,179.8,125,46,8.66,10.9
1233,No,127,1,1,3.13,1,143.2,99,70.3,8.5,11.6
1234,No,102,1,0,0,0,114.8,125,27,4.1,12
1235,No,153,1,0,0,2,122.5,145,45,13.67,8
1236,No,45,1,1,3.21,0,196.6,84,93.1,15.66,11.9
1237,No,59,1,1,2.46,0,127.4,110,55.6,5.17,9.1
1238,No,74,1,1,2.67,4,249.4,70,87.7,10.48,9.9
1239,No,35,1,1,2.54,1,241.7,87,79.4,7.1,9.4
1240,No,76,1,0,0,0,203.6,61,49,8.09,8.4
1241,No,109,1,0,0,1,175.6,80,51,11.9,10.2
1242,No,107,0,0,0,2,273.5,104,63,9.19,11
1243,No,91,1,1,2.94,1,169.8,105,64.4,3.26,10.9
1244,No,120,1,1,2.75,5,153.5,84,70.5,9.7,10.2
1245,Yes,138,0,0,0,2,286.2,61,65,9.36,11
1246,No,118,0,0,0,0,223.4,98,57,11.03,6.3
1247,No,93,1,0,0.31,0,151.4,89,45.1,9.32,10.9
1248,No,90,1,0,0,1,140.2,97,43,10.7,7.1
1249,No,93,1,0,0,3,190.7,114,51,10.91,8.1
1250,Yes,114,1,0,0,5,147.1,119,39,8.05,9
1251,No,27,1,0,0.16,1,236.7,110,61.6,11.6,12.7
1252,No,132,1,0,0,2,176.7,132,51,12.21,9.1
1253,No,88,1,1,2.94,1,93.4,106,67.4,12.6,10.9
1254,No,121,1,0,0,2,168.9,128,40,6.2,2.9
1255,No,104,1,0,0.27,5,280.4,127,65.7,8.97,15.2
1256,No,63,1,1,2.78,0,214.2,61,79.8,9.06,10.3
1257,No,71,1,0,0,0,104,92,35,9.85,14.6
1258,No,106,1,0,0,3,212.9,110,53,9.35,6.3
1259,Yes,81,1,0,0,0,324.7,48,76,11.82,13.1
1260,Yes,119,1,0,0,2,81.9,75,36,12.69,8.9
1261,No,51,1,0,0,1,259.9,114,60,8.81,15.3
1262,No,137,1,0,0.13,3,115,130,33.3,6.89,7.3
1263,No,36,1,0,0,0,117.1,94,40,11.77,9
1264,Yes,78,1,0,0.4,4,103.5,115,32,5.9,12
1265,No,155,1,0,0,2,262.4,55,62,9.73,8.3
1266,Yes,111,1,0,0,5,123.1,88,40,10.7,12
1267,No,118,1,0,0,2,113,80,32,7.51,10.8
1268,No,159,1,0,0,1,169.8,114,46,9.89,11.6
1269,No,78,1,0,0,1,87.7,74,34,10.74,10.8
1270,No,100,1,0,0,1,115.9,87,30,5.57,7.1
1271,No,121,1,0,0,2,134.1,112,40,9.76,10.5
1272,Yes,89,0,1,3,0,112.6,114,72,13.09,11.1
1273,Yes,147,1,0,0,0,274,92,67,11.59,6.2
1274,No,172,1,1,2.38,1,274.9,102,86.8,9.33,8.8
1275,No,147,0,0,0,0,157,79,36,5.16,7.1
1276,No,65,1,0,0,1,213.4,111,57,11.73,2.7
1277,No,104,0,0,0,0,148.2,108,39,8.09,11
1278,No,176,1,0,0,2,250.9,108,58,8.57,9.6
1279,No,193,1,1,3.32,1,124,102,72.2,10.15,12.3
1280,No,39,1,0,0,2,154.1,104,44,10.21,9.8
1281,Yes,88,1,0,0,5,131.5,99,38,8.74,7.9
1282,No,94,1,0,0,1,190.6,108,46,7.62,7.5
1283,No,82,1,1,1.27,3,232.6,121,65.7,7.66,4.7
1284,No,57,1,1,3,2,193.4,105,83,11.58,11.1
1285,No,52,1,0,0,3,148.3,83,41,9.08,8.3
1286,No,165,1,0,0,0,207.7,109,50,8.24,7.9
1287,No,3,1,0,0,3,185,120,49,10.19,14.1
1288,No,116,1,0,0.23,2,217.3,91,58.3,10.81,11.3
1289,Yes,62,0,1,3.56,0,218.4,93,93.6,11.84,13.2
1290,No,136,1,0,0.3,2,142.3,79,41,7.9,6
1291,Yes,125,0,1,4.59,1,260.8,81,104.9,8.19,17
1292,No,139,1,1,4,0,214.6,101,97,11.76,14.8
1293,No,38,1,0,0,2,137.8,86,48,14.32,14.1
1294,No,67,1,0,0,1,210.7,116,55,10.96,7.2
1295,No,13,1,0,0,1,58.4,121,33,13.11,11.9
1296,No,146,1,1,2.73,2,180.7,82,73.3,8.69,10.1
1297,No,117,0,1,1,1,196,82,71,16.14,3.7
1298,Yes,100,0,0,0,2,159.9,94,43,9,11.6
1299,No,129,1,0,0,3,207,91,49,7.75,13.4
1300,No,67,1,0,0,2,171.7,80,39,5.52,11.9
