Observation,Vote,Age,HomeOwner,Gender,Married,HouseholdSize,Income,Education,Religious
5625,undecided,54,1,female,1,4,284,20,1
5626,decided,58,1,female,0,3,56,18,1
5627,decided,46,1,other,1,4,182,12,1
5628,decided,44,0,male,1,3,10,8,1
5629,undecided,47,1,female,1,6,126,15,0
5630,undecided,44,1,other,1,3,88,20,0
5631,undecided,51,1,other,1,4,117,20,0
5632,undecided,49,1,other,1,6,66,15,1
5633,decided,41,1,female,1,3,144,12,1
5634,decided,38,1,other,1,3,42,8,0
5635,decided,36,1,female,1,5,142,8,0
5636,decided,42,0,male,1,5,138,12,0
5637,undecided,48,1,female,1,2,68.5,15,0
5638,decided,32,1,other,1,3,92,12,1
5639,decided,63,1,male,1,4,165,20,1
5640,decided,51,1,female,1,3,190,15,0
5641,undecided,34,1,female,1,6,82,18,0
5642,undecided,41,0,female,0,1,10,15,0
5643,undecided,36,1,female,1,7,68,15,1
5644,decided,67,1,female,1,4,48,20,1
5645,undecided,40,1,male,1,5,116,15,0
5646,decided,26,1,male,0,1,49,18,1
5647,decided,40,1,female,1,2,91,8,1
5648,decided,49,1,female,1,2,47,8,0
5649,decided,64,1,female,0,3,30,20,1
5650,undecided,47,1,female,0,1,29,18,0
5651,decided,40,1,female,1,3,127,18,1
5652,decided,42,1,female,1,3,150,18,1
5653,decided,67,1,male,0,1,159,20,0
5654,decided,53,1,female,1,6,56,20,1
5655,undecided,47,1,male,1,3,151,15,0
5656,decided,50,1,female,1,5,49,12,0
5657,decided,35,1,female,1,3,77,18,1
5658,decided,42,1,female,1,5,75,10,0
5659,undecided,57,0,female,1,3,41,13,0
5660,decided,44,1,female,1,2,64,20,1
5661,decided,34,0,female,1,3,60.5,9,1
5662,decided,39,0,female,0,2,37,8,0
5663,undecided,42,1,female,0,1,69,18,0
5664,decided,40,1,male,1,5,160,12,0
5665,undecided,63,1,male,1,4,62,16,1
5666,undecided,49,1,female,1,4,96,15,1
5667,decided,40,0,male,1,2,108,8,0
5668,decided,50,1,female,1,2,223,8,1
5669,decided,35,1,female,1,6,55,12,1
5670,undecided,52,1,female,1,5,98,15,1
5671,decided,28,1,female,0,1,55.5,12,0
5672,decided,34,1,female,1,5,123,12,0
5673,undecided,59,1,female,1,3,79,20,0
5674,decided,55,0,other,1,5,292,20,1
5675,decided,25,1,female,1,6,113,8,0
5676,decided,39,1,female,1,7,177,15,0
5677,decided,55,1,female,0,2,62,20,1
5678,undecided,40,1,female,0,2,45,15,0
5679,decided,42,1,female,0,3,57,12,0
5680,undecided,47,0,female,1,3,136.5,20,0
5681,decided,52,1,female,0,2,151,18,1
5682,decided,55,0,female,1,3,88,18,1
5683,decided,51,1,male,1,3,138,20,0
5684,undecided,54,1,female,1,4,60,18,0
5685,undecided,46,1,female,1,4,95.5,18,0
5686,decided,52,1,female,0,1,135,18,1
5687,decided,58,1,female,0,1,50,20,1
5688,undecided,47,0,female,1,4,113,16,0
5689,undecided,48,1,male,1,6,38,13,0
5690,decided,56,1,female,1,3,94,9,1
5691,decided,54,1,female,1,5,41,12,0
5692,decided,32,0,female,0,1,81.5,8,1
5693,decided,37,0,female,1,2,47,8,0
5694,undecided,46,1,other,1,4,90,15,0
5695,decided,23,1,female,1,2,130,8,1
5696,decided,27,1,female,0,4,100,12,0
5697,undecided,49,1,female,0,1,111,18,0
5698,decided,58,1,female,1,6,115,20,1
5699,decided,48,1,female,1,2,62,20,1
5700,decided,59,1,female,1,3,77,20,1
5701,decided,51,1,female,1,5,91,8,1
5702,undecided,53,1,female,0,3,56,18,0
5703,undecided,54,1,female,1,4,125,15,0
5704,decided,41,1,female,1,2,169,8,1
5705,decided,55,1,male,1,5,55,20,1
5706,decided,43,1,female,1,3,37,20,1
5707,decided,42,1,female,1,3,195,18,1
5708,decided,32,0,female,1,7,61,8,1
5709,undecided,70,1,female,1,3,93,20,0
5710,decided,69,1,male,0,1,13.5,20,0
5711,decided,37,1,female,1,4,77,12,0
5712,decided,55,0,female,1,4,34,10,0
5713,undecided,67,1,female,1,5,115,13,1
5714,decided,71,1,female,1,2,120,20,1
5715,undecided,41,1,female,1,4,67,20,1
5716,undecided,40,0,female,1,3,130,15,1
5717,decided,47,0,male,1,5,130,8,0
5718,undecided,43,1,female,0,1,71,18,0
5719,decided,54,1,male,1,5,104,18,1
5720,decided,32,1,male,1,5,46,8,0
5721,undecided,33,0,other,1,6,103,15,1
5722,decided,62,1,male,0,1,145,20,1
5723,undecided,64,1,female,1,3,99,13,0
5724,decided,49,1,female,1,4,167,20,1
5725,decided,49,1,female,1,5,148,20,1
5726,decided,31,1,female,1,5,20,8,0
5727,undecided,41,1,female,1,3,105,15,0
5728,undecided,48,1,female,1,4,133,18,0
5729,undecided,59,0,male,1,4,123,13,1
5730,decided,42,0,male,1,3,49,18,1
5731,decided,62,1,other,1,4,51,20,1
5732,decided,53,0,male,1,5,61.5,8,1
5733,undecided,65,1,other,1,3,66.5,20,0
5734,undecided,68,0,female,1,2,75,16,0
5735,undecided,52,1,male,0,1,168,16,1
5736,undecided,53,1,female,0,3,65,13,1
5737,decided,35,1,female,1,5,281,18,0
5738,decided,38,1,female,1,3,160,18,1
5739,decided,71,1,male,1,2,100,10,0
5740,decided,43,1,female,1,4,71,18,1
5741,decided,50,1,female,1,3,44,18,1
5742,undecided,43,0,male,1,5,111,15,1
5743,undecided,57,1,female,1,4,69,18,0
5744,decided,40,0,female,1,2,57,12,1
5745,decided,30,1,female,1,3,199,12,1
5746,undecided,44,1,female,1,3,91,18,0
5747,decided,50,1,female,1,3,93,18,1
5748,undecided,46,1,other,1,6,146,15,0
5749,decided,45,1,other,1,3,100,20,1
5750,decided,36,1,female,1,5,53,12,1
5751,decided,50,1,other,1,4,180,15,0
5752,undecided,53,1,other,1,2,38,20,0
5753,decided,34,1,male,1,2,90,12,0
5754,decided,43,1,female,1,6,112,12,0
5755,decided,37,1,male,1,2,70,18,1
5756,decided,28,1,male,1,2,110,12,1
5757,undecided,50,0,female,1,2,78,18,0
5758,decided,34,1,male,1,5,95,18,0
5759,decided,49,0,male,1,4,104,18,0
5760,decided,32,0,female,0,3,16,8,0
5761,decided,48,1,female,1,2,79,18,1
5762,decided,43,1,male,1,3,37.5,18,1
5763,decided,42,1,female,1,4,198,15,1
5764,decided,56,1,male,1,3,105,20,1
5765,undecided,41,0,other,1,4,90,15,0
5766,decided,55,0,female,1,3,94,20,1
5767,decided,49,1,female,1,3,75,20,1
5768,undecided,45,1,female,1,4,157,15,0
5769,decided,64,1,female,0,1,80,8,0
5770,undecided,58,0,female,1,6,103,16,0
5771,undecided,53,1,female,0,2,67,18,0
5772,decided,22,1,female,1,3,13,8,1
5773,decided,51,1,female,1,5,160,12,1
5774,undecided,42,1,female,0,1,108,15,0
5775,decided,40,1,female,1,4,107,8,1
5776,decided,31,1,female,1,4,131,18,1
5777,undecided,55,1,female,0,5,110,13,0
5778,decided,59,1,male,1,2,53,20,1
5779,decided,34,1,female,0,2,80.5,18,1
5780,decided,38,1,female,1,4,112,18,1
5781,undecided,57,0,female,1,6,33,20,0
5782,decided,36,1,female,1,4,139,12,0
5783,decided,34,0,female,1,4,6,8,1
5784,undecided,49,1,female,1,2,35,18,0
5785,decided,56,0,female,1,2,90,20,1
5786,undecided,43,1,male,1,5,18,13,1
5787,undecided,55,0,female,1,3,60,20,0
5788,undecided,43,1,female,1,3,169,15,1
5789,decided,72,1,male,1,5,91,20,1
5790,decided,36,1,male,0,7,111,12,1
5791,decided,41,1,female,0,3,173,8,1
5792,undecided,49,1,female,1,5,74,18,0
5793,decided,37,1,male,1,2,131,18,1
5794,decided,49,1,female,1,3,220,12,1
5795,decided,62,1,female,1,6,139,20,1
5796,undecided,47,1,female,1,5,50,20,0
5797,undecided,33,1,other,1,4,142,15,0
5798,undecided,33,1,female,1,3,74,18,1
5799,undecided,42,1,female,1,2,116,18,0
5800,decided,48,1,female,1,4,5,10,1
5801,decided,28,0,female,1,7,140,8,1
5802,undecided,46,1,female,0,3,40,15,1
5803,decided,66,1,female,1,2,185,8,0
5804,decided,40,1,female,0,4,49,8,0
5805,undecided,33,1,female,1,3,40,15,1
5806,decided,57,0,female,1,5,30,8,1
5807,decided,52,0,female,1,2,111,18,1
5808,undecided,53,1,female,0,3,27,16,1
5809,decided,41,1,female,1,2,125,18,1
5810,undecided,55,1,other,1,2,61.5,20,0
5811,undecided,48,1,female,1,3,59,18,0
5812,decided,42,1,male,0,1,139,12,0
5813,decided,34,0,male,1,2,87,8,0
5814,decided,54,1,female,1,6,202,15,0
5815,decided,57,1,male,1,3,122,20,1
5816,undecided,41,1,female,1,5,58,16,0
5817,undecided,57,1,male,1,3,108,13,1
5818,undecided,34,1,other,0,5,20,15,1
5819,undecided,47,0,female,0,1,17,18,0
5820,decided,47,1,female,1,5,83,12,0
5821,decided,28,1,female,1,2,129,12,0
5822,decided,58,0,female,0,3,6,8,0
5823,decided,51,0,female,0,2,10,8,1
5824,undecided,35,1,female,0,1,109,15,0
5825,decided,57,1,female,1,4,182,15,1
5826,decided,62,1,female,1,3,182,20,1
5827,decided,66,1,female,1,2,70,20,1
5828,decided,36,1,female,1,2,177,12,1
5829,undecided,37,0,female,1,2,108,18,0
5830,undecided,48,1,female,0,2,17,18,0
5831,undecided,45,1,female,1,5,98,15,0
5832,undecided,41,1,female,1,3,37,18,0
5833,decided,41,1,other,1,4,125,8,0
5834,decided,54,1,female,1,2,90,20,1
5835,undecided,60,1,male,1,4,67,13,0
5836,undecided,47,1,female,1,3,56,18,0
5837,decided,68,1,male,1,2,55,8,1
5838,undecided,51,1,other,1,6,163,15,0
5839,undecided,45,1,female,1,2,134,18,0
5840,undecided,54,1,female,1,2,34,20,0
5841,decided,67,1,female,0,1,14,10,0
5842,undecided,38,0,female,1,6,87,15,0
5843,undecided,51,1,female,1,3,133,20,0
5844,decided,45,1,female,1,4,165,10,0
5845,undecided,48,1,female,1,3,182,20,0
5846,undecided,33,1,female,1,5,77,15,1
5847,decided,58,1,female,1,5,86,10,0
5848,decided,54,1,female,1,3,54,20,1
5849,decided,49,1,female,1,4,91,18,1
5850,decided,64,1,male,1,5,48,20,0
5851,undecided,37,1,female,1,3,96,18,0
5852,decided,50,1,female,1,5,71,8,0
5853,decided,35,0,female,1,3,125,12,0
5854,decided,65,1,male,1,3,100,20,1
5855,decided,49,1,male,1,3,493,15,0
5856,undecided,58,1,female,0,1,58,20,0
5857,decided,49,1,female,0,2,48,18,1
5858,decided,40,1,female,1,5,100,12,1
5859,undecided,32,1,male,1,6,86,15,0
5860,undecided,32,1,female,1,2,84.5,15,1
5861,decided,40,1,female,0,1,71,9,1
5862,undecided,34,1,female,1,7,60,15,1
5863,undecided,52,1,female,1,5,135,20,0
5864,decided,43,1,male,0,1,119,12,1
5865,undecided,47,1,female,1,5,118,15,1
5866,undecided,31,0,male,1,5,26,15,1
5867,undecided,56,1,female,1,4,51,20,0
5868,decided,43,1,female,0,2,80,8,1
5869,decided,44,0,male,0,1,65,8,0
5870,decided,51,1,male,0,1,37,18,1
5871,decided,60,1,other,1,3,157,8,0
5872,decided,49,0,male,0,1,37.5,8,1
5873,undecided,54,1,female,1,2,54,16,1
5874,decided,30,0,other,1,6,112,12,0
5875,undecided,44,1,female,1,4,37,18,0
5876,undecided,45,1,other,1,5,61,20,0
5877,undecided,36,1,other,1,5,100,15,0
5878,decided,57,1,female,1,4,76,20,1
5879,undecided,35,1,female,1,4,83,18,0
5880,decided,32,1,female,1,3,83,11,0
5881,undecided,47,1,female,1,5,68,15,1
5882,decided,25,1,female,1,3,148,12,0
5883,decided,45,1,male,1,4,63,18,1
5884,decided,32,0,female,0,4,21,11,1
5885,undecided,47,1,female,1,4,163,13,0
5886,decided,45,1,female,0,5,115,12,0
5887,decided,47,1,female,0,1,24,20,1
5888,decided,51,1,female,1,2,99,20,1
5889,decided,60,0,male,1,3,29,20,0
5890,decided,43,1,female,1,5,200,15,1
5891,decided,27,1,other,1,4,123,12,1
5892,decided,47,1,female,1,3,97,10,1
5893,decided,62,1,female,1,5,137.5,20,1
5894,decided,49,1,female,1,3,38,8,0
5895,undecided,42,1,female,0,2,67,18,0
5896,undecided,58,1,female,1,2,143,20,0
5897,decided,48,1,female,1,4,95,20,1
5898,undecided,29,1,male,0,2,76,15,1
5899,undecided,50,1,female,1,2,17,20,0
5900,decided,73,1,male,0,1,5,20,0
5901,undecided,36,0,female,1,4,94,15,0
5902,decided,52,1,female,1,2,455,20,1
5903,decided,40,1,female,1,2,214,18,1
5904,undecided,47,0,female,1,2,173,18,0
5905,undecided,48,1,other,1,3,52,13,0
5906,undecided,61,0,female,1,3,8,20,0
5907,decided,51,1,female,1,5,142,20,1
5908,undecided,77,1,female,1,3,87,16,0
5909,undecided,60,1,female,1,2,127,20,0
5910,undecided,51,1,female,1,3,65,15,1
5911,undecided,45,1,female,0,1,184,18,0
5912,undecided,38,1,male,0,2,102,15,1
5913,decided,51,1,female,0,2,20,10,0
5914,undecided,33,1,female,1,4,155,15,1
5915,undecided,56,1,female,1,3,167,16,0
5916,decided,50,1,female,1,2,148,20,1
5917,undecided,37,0,female,1,3,87,15,1
5918,undecided,40,1,male,1,4,129,15,1
5919,undecided,43,1,female,1,3,235,12,0
5920,decided,38,1,male,1,6,49,8,0
5921,undecided,62,1,male,1,4,91,16,1
5922,decided,57,1,other,0,1,7,8,1
5923,decided,63,1,female,0,5,239,20,1
5924,undecided,36,1,female,1,3,40,15,0
5925,decided,49,0,female,1,3,176,16,1
5926,decided,50,1,female,1,3,56.5,12,0
5927,decided,54,0,female,0,1,55,8,1
5928,undecided,48,1,female,0,1,38,18,0
5929,decided,49,1,female,1,2,288,15,1
5930,decided,63,1,female,1,2,78.5,20,1
5931,undecided,31,1,male,1,7,129,15,0
5932,decided,47,1,other,0,2,41,8,1
5933,undecided,52,1,female,1,5,126,20,0
5934,decided,55,1,male,0,3,9,9,1
5935,decided,71,1,female,1,3,40.5,20,1
5936,decided,53,0,male,1,3,152,20,0
5937,undecided,43,1,male,1,5,69,15,1
5938,decided,31,1,female,0,1,473,12,0
5939,undecided,30,1,female,1,5,134,15,1
5940,undecided,53,1,female,0,6,31,16,1
5941,decided,53,1,female,1,3,97,8,1
5942,decided,51,0,female,0,2,20,8,0
5943,decided,64,1,female,1,3,34,8,1
5944,decided,37,1,male,0,1,61,8,0
5945,decided,47,0,female,0,1,67,8,1
5946,decided,50,1,female,1,7,80,18,1
5947,undecided,54,1,female,0,1,202,18,0
5948,decided,58,1,female,1,3,204,18,1
5949,decided,44,1,male,1,5,93,18,1
5950,decided,57,1,male,1,3,60,18,0
5951,decided,52,1,female,1,2,114,20,1
5952,undecided,73,1,female,0,4,48,16,1
5953,undecided,67,1,female,1,3,134,20,0
5954,decided,20,1,female,1,3,106,12,0
5955,decided,48,1,male,1,2,10,20,1
5956,undecided,59,1,female,0,3,74,16,1
5957,decided,61,1,female,0,1,10,20,1
5958,undecided,48,1,female,1,6,78,20,0
5959,undecided,56,1,female,1,4,21,18,0
5960,undecided,48,0,female,1,2,12,15,0
5961,decided,58,1,female,1,2,47.5,10,1
5962,undecided,52,1,male,1,7,114,16,1
5963,decided,46,1,female,1,6,72,8,0
5964,decided,39,1,female,1,3,68,18,1
5965,undecided,55,1,female,1,3,55,15,1
5966,undecided,52,0,female,1,4,64,18,0
5967,undecided,63,1,female,1,4,46,16,1
5968,decided,43,1,female,0,4,54,18,1
5969,decided,52,1,female,1,4,190,10,1
5970,decided,36,1,male,0,1,70,9,0
5971,undecided,52,1,female,1,3,66,20,0
5972,decided,58,1,male,1,5,344,16,0
5973,decided,55,1,female,0,1,75,20,1
5974,undecided,57,1,female,1,3,80,20,0
5975,undecided,35,1,female,1,5,99,15,0
5976,decided,43,0,female,1,3,4,8,1
5977,decided,61,1,female,1,2,158,20,1
5978,decided,60,1,male,1,4,121,8,1
5979,decided,34,1,female,1,5,63,12,1
5980,decided,36,1,female,0,1,74,8,0
5981,decided,49,0,female,0,2,10,8,1
5982,decided,47,0,female,1,4,49,20,1
5983,undecided,54,1,female,1,3,161,16,0
5984,decided,41,1,male,1,6,138,8,0
5985,undecided,65,1,female,1,3,150,16,1
5986,decided,63,1,female,1,4,49,20,1
5987,undecided,60,1,female,1,5,125,16,0
5988,undecided,48,1,male,0,3,44,8,0
5989,undecided,34,0,other,1,4,93,15,0
5990,decided,35,1,male,1,6,139,12,1
5991,decided,47,0,other,1,5,75,18,1
5992,decided,49,1,female,1,2,125,20,1
5993,decided,47,1,female,1,3,84,20,1
5994,undecided,61,1,female,1,5,132,16,0
5995,undecided,47,1,male,1,5,105,15,1
5996,undecided,28,1,female,0,4,4,15,0
5997,undecided,65,1,female,1,5,77,13,0
5998,undecided,64,1,female,0,2,15,20,0
5999,undecided,44,1,female,0,1,89,18,0
6000,undecided,66,1,female,1,2,149,20,0
6001,undecided,36,1,other,0,3,130,12,1
6002,undecided,54,0,female,1,5,86,20,0
6003,decided,32,1,female,1,7,49,11,1
6004,decided,59,0,other,1,4,85,20,1
6005,decided,36,1,female,0,2,39,18,1
6006,decided,38,1,other,1,3,39,8,1
6007,decided,70,1,female,1,3,119,20,1
6008,decided,53,1,female,1,3,156,18,1
6009,decided,47,1,female,1,4,58,12,1
6010,decided,43,1,female,1,3,126,18,1
6011,decided,29,1,female,1,3,211,15,0
6012,undecided,43,1,female,1,5,169,15,0
6013,decided,57,1,female,0,1,18,9,0
6014,decided,46,1,female,1,6,77,12,1
6015,decided,32,0,female,1,2,186,15,1
6016,decided,55,1,other,1,4,120,20,1
6017,decided,43,0,female,0,6,126,8,0
6018,undecided,42,1,female,1,4,163,12,0
6019,decided,53,1,female,1,6,74,8,1
6020,decided,48,1,female,1,3,213,15,1
6021,decided,40,1,female,1,5,354,8,1
6022,decided,30,1,female,0,3,88,8,0
6023,undecided,63,1,female,1,3,65,20,0
6024,decided,46,1,other,0,3,105,10,0
6025,decided,52,1,female,1,6,469,15,0
6026,decided,41,1,other,1,3,28,12,1
6027,undecided,53,1,female,1,2,34,20,0
6028,decided,75,0,female,1,4,127,8,1
6029,undecided,31,1,female,0,2,74,15,0
6030,decided,38,1,female,0,3,203,15,0
6031,undecided,36,1,female,1,5,77,18,0
6032,decided,50,1,female,1,2,152,18,1
6033,decided,57,1,female,0,1,158,18,1
6034,decided,54,1,female,1,3,25,9,0
6035,decided,61,1,female,0,1,33,8,1
6036,decided,34,0,female,0,1,46.5,8,1
6037,decided,46,0,female,0,1,127,8,0
6038,decided,49,1,female,1,5,233,18,1
6039,undecided,63,1,female,0,3,37,20,0
6040,undecided,64,1,female,1,4,75,20,0
6041,decided,42,1,female,1,5,56,18,1
6042,decided,39,1,female,1,2,77,12,0
6043,decided,41,1,male,0,3,70,20,0
6044,decided,50,1,male,1,6,540,15,0
6045,decided,39,1,female,1,4,267,15,0
6046,decided,31,1,male,1,5,108,8,0
6047,undecided,41,0,female,1,7,76,15,1
6048,undecided,54,1,male,1,2,63,13,0
6049,decided,50,0,other,0,1,4,8,0
6050,undecided,31,1,female,1,4,109,15,1
6051,undecided,24,1,female,1,4,111,15,0
6052,undecided,65,1,female,1,2,33,20,0
6053,decided,39,0,female,0,1,88,18,1
6054,decided,35,1,female,1,5,110,12,1
6055,decided,44,0,female,1,2,202.5,9,0
6056,decided,47,1,female,1,3,101,8,0
6057,undecided,55,1,female,1,3,68,20,0
6058,undecided,64,1,female,1,3,56.5,20,0
6059,decided,43,1,other,0,2,35,20,1
6060,decided,47,1,female,1,6,40,8,1
6061,decided,55,1,female,1,5,156,8,1
6062,decided,38,1,female,1,5,109,12,1
6063,decided,53,1,female,1,6,112,8,0
6064,decided,47,1,other,0,2,113,18,1
6065,decided,27,0,female,0,2,20,8,1
6066,undecided,45,1,female,0,2,8,10,1
6067,undecided,48,1,female,1,5,85,15,1
6068,decided,52,1,female,1,2,119,18,1
6069,undecided,61,1,female,1,2,17,20,0
6070,decided,54,1,female,1,2,40,20,1
6071,decided,44,1,male,0,1,50,8,1
6072,decided,61,1,male,1,4,26,20,0
6073,undecided,42,1,female,1,5,172,15,0
6074,undecided,31,1,female,0,1,34,18,0
6075,decided,52,1,male,1,2,74,18,1
6076,undecided,42,1,other,1,6,153,18,1
6077,decided,39,1,female,1,6,97,18,1
6078,undecided,58,1,female,1,2,91,20,0
6079,undecided,40,1,male,1,2,57.5,15,1
6080,undecided,52,1,male,0,1,106,15,1
6081,undecided,64,1,female,1,5,78,20,0
6082,decided,53,1,male,0,3,92,20,0
6083,undecided,43,1,female,1,2,82,13,0
6084,decided,61,1,female,0,4,28,8,1
6085,undecided,50,1,female,1,2,37.5,20,0
6086,decided,38,0,female,1,4,334,12,0
6087,decided,61,1,other,0,2,5,8,0
6088,decided,76,0,female,0,2,4,8,1
6089,decided,67,1,female,0,3,137,20,1
6090,undecided,74,1,female,1,4,79,16,1
6091,decided,55,1,female,1,3,24,18,1
6092,decided,50,1,male,1,5,526,18,1
6093,decided,38,1,female,1,2,126,18,1
6094,undecided,57,1,female,1,2,93,20,0
6095,decided,48,1,male,0,1,73,20,1
6096,decided,48,0,male,1,3,140,8,0
6097,decided,51,1,female,1,2,155,20,1
6098,undecided,33,1,female,0,3,60,15,0
6099,decided,45,0,male,1,3,5,8,0
6100,undecided,61,1,female,1,7,156,13,0
6101,undecided,53,1,other,1,5,117,20,0
6102,undecided,50,1,female,1,3,34,20,0
6103,decided,48,1,female,0,1,44,18,1
6104,decided,64,0,female,1,3,30,20,1
6105,decided,67,1,male,0,4,58,20,0
6106,decided,54,1,male,1,4,119,18,0
6107,decided,36,1,male,1,4,87,12,1
6108,undecided,41,1,female,1,6,115,18,0
6109,decided,51,1,female,1,4,122,20,1
6110,decided,28,1,female,1,3,306,15,0
6111,undecided,48,1,female,0,2,101,18,0
6112,decided,43,1,male,1,4,73,18,1
6113,decided,49,1,male,1,2,45,8,0
6114,decided,69,1,female,1,4,162,20,1
6115,undecided,48,1,female,1,3,53,18,0
6116,decided,64,1,male,1,2,57,10,0
6117,decided,55,1,other,1,2,120,8,0
6118,decided,47,1,female,1,3,23,18,1
6119,decided,29,1,female,1,5,163,12,1
6120,undecided,26,1,other,1,6,10,15,1
6121,decided,55,1,female,1,7,100,12,1
6122,undecided,49,1,female,1,3,17,15,0
6123,decided,47,1,female,1,5,20,8,0
6124,decided,46,1,other,1,3,41,18,1
6125,decided,66,1,male,0,1,31,10,1
6126,undecided,65,1,female,0,1,158,16,1
6127,decided,47,1,male,1,2,117,20,0
6128,undecided,54,1,female,1,5,101,16,1
6129,decided,31,1,male,1,7,109,11,0
6130,decided,36,1,female,1,2,77,8,0
6131,decided,32,1,female,1,5,63,12,1
6132,undecided,30,1,female,0,1,171,15,1
6133,undecided,38,1,female,1,5,160,15,1
6134,undecided,48,1,female,1,3,174,18,0
6135,decided,36,1,male,1,2,191,12,1
6136,decided,47,1,female,1,7,28,12,0
6137,decided,52,1,female,1,3,35,20,1
6138,undecided,63,1,female,1,2,57,20,0
6139,decided,38,1,female,1,5,153,8,0
6140,decided,45,0,female,1,2,103,8,1
6141,decided,50,0,female,1,3,152,8,1
6142,decided,43,1,male,1,3,131,12,1
6143,decided,65,1,female,1,3,74,20,1
6144,undecided,53,1,female,1,2,130,13,1
6145,undecided,52,1,female,0,1,50,18,0
6146,decided,39,1,female,1,4,477,15,1
6147,undecided,66,0,female,1,5,107,16,0
6148,undecided,39,1,female,1,3,124,18,0
6149,decided,55,0,female,1,3,96,18,1
6150,undecided,61,1,female,1,5,116,20,0
6151,undecided,63,0,other,0,3,59,13,1
6152,undecided,76,1,female,0,1,93,16,1
6153,undecided,62,1,female,1,2,61,20,0
6154,decided,49,0,female,0,3,53,8,1
6155,undecided,55,1,female,1,2,80.5,20,0
6156,undecided,47,1,female,1,3,183,18,1
6157,undecided,56,1,female,1,4,5,18,0
6158,decided,50,1,female,1,7,75,18,1
6159,decided,39,1,male,0,2,97,9,0
6160,decided,33,0,female,0,5,82,12,0
6161,decided,56,1,female,1,2,41.5,20,1
6162,decided,34,0,female,0,2,29,8,1
6163,decided,51,0,male,1,3,210,8,0
6164,decided,52,1,female,1,3,497,20,0
6165,decided,37,1,female,1,2,115,18,1
6166,decided,54,1,female,1,2,154,8,1
6167,decided,55,1,male,1,2,100,20,1
6168,decided,64,1,female,1,4,454,20,1
6169,undecided,53,1,female,1,2,74,20,0
6170,undecided,62,1,female,1,5,162,13,1
6171,decided,32,1,male,1,6,286,15,0
6172,undecided,45,1,female,1,4,61,15,1
6173,decided,46,1,female,1,6,205,12,0
6174,undecided,48,1,female,0,2,87,20,0
6175,undecided,44,0,female,0,4,13,15,1
6176,undecided,61,1,other,0,3,9,20,0
6177,undecided,49,1,female,1,2,90,16,1
6178,undecided,44,1,other,0,4,51,15,1
6179,decided,50,0,female,1,5,99,18,1
6180,decided,62,1,female,1,3,27,20,1
6181,decided,59,1,female,0,5,46,20,1
6182,undecided,58,1,female,1,2,48,20,0
6183,undecided,41,1,female,1,3,32,18,0
6184,undecided,38,0,female,1,3,203,18,0
6185,decided,44,1,female,1,4,104,8,1
6186,decided,38,0,male,0,2,47.5,18,1
6187,undecided,58,1,female,1,5,113,20,0
6188,undecided,58,1,female,1,3,109,20,0
6189,decided,42,0,female,1,2,179,15,0
6190,decided,40,1,other,1,2,56,9,0
6191,decided,30,1,female,1,4,138,12,0
6192,decided,32,0,female,0,2,43.5,9,0
6193,undecided,34,1,female,1,7,131,15,0
6194,undecided,60,0,female,1,3,23,20,0
6195,undecided,40,1,female,1,5,56,15,0
6196,decided,32,0,male,1,2,130,12,0
6197,undecided,48,1,female,1,4,74,18,0
6198,undecided,69,1,male,1,2,124,16,1
6199,undecided,43,1,female,1,4,114,15,1
6200,undecided,54,1,female,1,3,51,20,0
6201,decided,42,1,female,0,2,71,8,1
6202,decided,77,0,female,0,5,114,8,0
6203,decided,62,1,female,1,3,120,20,1
6204,decided,57,1,other,1,5,100,10,0
6205,decided,42,1,female,1,2,5,8,1
6206,decided,52,1,other,1,2,14,18,1
6207,decided,30,0,female,1,2,27,9,0
6208,undecided,49,1,female,1,6,6,15,1
6209,undecided,51,1,female,1,6,115,16,0
6210,undecided,38,1,female,1,6,116,15,0
6211,undecided,39,1,female,1,2,43.5,15,0
6212,undecided,36,1,female,1,4,144,15,0
6213,undecided,53,1,female,1,2,57,20,0
6214,undecided,39,1,female,1,2,161,15,1
6215,decided,59,1,female,1,5,19,20,1
6216,undecided,21,1,female,1,3,98,14,0
6217,undecided,61,1,female,1,2,48,20,0
6218,decided,48,1,male,0,1,163,20,1
6219,undecided,55,1,other,1,4,40,15,1
6220,undecided,52,1,female,1,3,131,20,0
6221,undecided,34,1,female,0,2,11,18,0
6222,decided,54,0,male,1,3,112,20,0
6223,decided,54,1,female,1,3,66,20,1
6224,decided,72,1,female,0,2,34,8,1
6225,decided,37,1,male,0,3,41.5,12,1
6226,decided,70,0,female,0,3,132,8,1
6227,undecided,57,1,female,1,2,171,20,0
6228,undecided,47,1,female,1,4,163,20,0
6229,undecided,48,1,female,1,2,105,20,0
6230,decided,64,1,female,1,3,134.5,20,1
6231,decided,37,1,female,1,4,170,18,1
6232,undecided,41,1,female,1,5,111,15,0
6233,decided,38,1,male,1,6,426,12,0
6234,decided,58,1,male,1,2,186,20,1
6235,undecided,48,1,female,0,1,25,15,1
6236,decided,44,1,other,1,2,532,18,1
6237,undecided,45,1,female,1,3,136,15,1
6238,decided,66,1,male,1,3,166,20,1
6239,undecided,28,0,other,1,5,96,15,1
6240,undecided,37,1,female,0,4,58,18,0
6241,decided,34,1,female,1,5,139,11,1
6242,undecided,58,1,female,1,3,83,20,0
6243,undecided,50,1,other,1,5,241,8,1
